STK,EXP,NIFTY,SYMBOL,OI,CHNGOI,OICHNGPER,TTV,IV,LTP,CHNG,PCHNG,TBQ,TSQ,BQ,BP,AQ,AP,SPOT
18650,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE18650.00,68,-13,-16.049382716049383,31,0.0,1316.35,191.44999999999985,17.019290603609193,6750,7450,250,1308.75,250,1344.95,19979.15
18650,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE18650.00,3608,-2036,-36.07370659107016,56442,39.65,0.05,-1.25,-96.15384615384616,0,106050,0,0.0,35200,0.05,19979.15
18700,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE18700.00,481,-92,-16.05584642233857,774,77.5,1290.85,154.39999999999986,13.58616745127369,4550,6300,1750,1168.65,600,1295.4,19979.15
18700,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE18700.00,23197,-27704,-54.42722146912634,337411,38.21,0.05,-1.35,-96.42857142857144,0,219700,0,0.0,144000,0.05,19979.15
18750,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE18750.00,102,-18,-15.0,465,0.0,1222.0,152.0,14.205607476635516,7800,7400,450,1222.0,500,1240.0,19979.15
18750,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE18750.00,3643,-3457,-48.69014084507042,82594,36.77,0.05,-1.4,-96.55172413793105,0,73000,0,0.0,4650,0.05,19979.15
18800,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE18800.00,862,-551,-38.99504600141543,1454,66.02,1181.0,153.6500000000001,14.955954640580144,3300,6850,800,1180.0,500,1184.9,19979.15
18800,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE18800.00,68362,10304,17.747769471907404,587467,35.33,0.05,-1.45,-96.66666666666669,0,237200,0,0.0,168600,0.05,19979.15
18850,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE18850.00,202,-79,-28.11387900355872,337,60.68,1132.0,145.89999999999998,14.795659669404722,11000,10950,1050,1120.45,50,1134.15,19979.15
18850,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE18850.00,16404,-3209,-16.361596900015297,161278,35.79,0.05,-1.6,-96.96969696969695,27450,89250,27450,0.05,500,0.1,19979.15
18900,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE18900.00,1515,10,0.6644518272425249,719,55.62,1082.0,152.89999999999998,16.45678613712194,9300,11300,50,1073.4,50,1084.85,19979.15
18900,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE18900.00,49354,-4990,-9.182246430148682,473893,35.48,0.15,-1.55,-91.1764705882353,1079750,89100,60350,0.15,6300,0.2,19979.15
18950,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE18950.00,215,-133,-38.2183908045977,370,56.46,1032.35,135.94999999999993,15.166220437304768,10700,10900,500,1028.1,1000,1033.0,19979.15
18950,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE18950.00,15342,1058,7.406888826659199,179770,32.77,0.1,-1.7,-94.44444444444444,100700,99200,6600,0.1,300,0.15,19979.15
19000,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19000.00,2055,-1138,-35.64046351393674,3445,53.7,981.0,151.60000000000002,18.278273450687248,20100,18800,200,980.1,500,981.5,19979.15
19000,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19000.00,111483,-35070,-23.9299093160836,1249095,29.58,0.05,-1.8,-97.29729729729728,0,181350,0,0.0,13300,0.05,19979.15
19050,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19050.00,172,-148,-46.25,305,52.26,932.75,148.5,18.93528849218999,14150,12750,1000,925.05,50,933.0,19979.15
19050,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19050.00,16207,-164,-1.0017714250809358,211912,29.75,0.05,-1.9,-97.43589743589745,21600,100150,21600,0.05,800,0.15,19979.15
19100,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19100.00,673,-512,-43.20675105485232,1246,49.01,880.0,149.35000000000002,20.440703483199893,13800,11850,50,880.0,150,880.05,19979.15
19100,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19100.00,54629,-3624,-6.221138825468216,644213,29.25,0.2,-1.75,-89.74358974358975,111100,85950,2350,0.1,1700,0.2,19979.15
19150,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19150.00,353,-703,-66.5719696969697,1769,46.15,831.75,143.85000000000002,20.911469690361976,15550,11800,50,813.9,200,833.65,19979.15
19150,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19150.00,18501,990,5.65358917252013,266722,27.69,0.1,-2.05,-95.34883720930232,126350,96650,27250,0.1,3600,0.2,19979.15
19200,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19200.00,2287,-2893,-55.84942084942085,4892,44.22,781.65,153.19999999999993,24.37743655024265,81250,12650,600,764.1,500,782.0,19979.15
19200,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19200.00,55135,-52021,-48.54697823733622,855927,23.8,0.05,-2.2,-97.7777777777778,0,457750,0,0.0,341000,0.05,19979.15
19250,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19250.00,656,-612,-48.26498422712934,1587,42.29,729.0,144.79999999999995,24.786032180760003,57450,9900,100,729.3,600,745.75,19979.15
19250,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19250.00,19861,-13472,-40.41640416404164,390960,23.68,0.1,-2.3,-95.83333333333331,58050,114950,2450,0.1,3950,0.15,19979.15
19300,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19300.00,2947,-6477,-68.72877758913413,14423,37.96,679.75,148.60000000000002,27.97703097053564,47650,11400,100,679.0,150,680.0,19979.15
19300,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19300.00,79609,-56909,-41.68607802634085,1352544,22.15,0.05,-2.5500000000000003,-98.07692307692308,28300,134350,28300,0.05,8000,0.15,19979.15
19350,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19350.00,3630,-155,-4.095112285336856,1470,37.08,631.0,153.60000000000002,32.174277335567666,41200,11700,50,613.65,1800,633.7,19979.15
19350,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19350.00,23114,-28440,-55.16545757846142,580638,19.45,0.1,-2.7,-96.42857142857144,85600,86150,2750,0.1,400,0.15,19979.15
19400,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19400.00,20859,-1726,-7.642240425060881,15094,34.05,579.0,146.55,33.888310787374266,47300,62600,50,564.4,300,582.0,19979.15
19400,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19400.00,95693,-48453,-33.61383597186186,1712045,17.99,0.05,-3.0500000000000003,-98.38709677419357,0,171350,0,0.0,5500,0.05,19979.15
19450,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19450.00,5273,-974,-15.591483912277893,6297,31.31,530.85,145.60000000000002,37.793640493186246,37950,9700,50,530.3,850,533.65,19979.15
19450,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19450.00,47310,-25838,-35.32290698310275,1166451,16.52,0.05,-3.45,-98.57142857142858,0,218700,0,0.0,75250,0.05,19979.15
19500,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19500.00,31308,-8492,-21.33668341708543,75289,27.55,480.0,145.85000000000002,43.648062247493655,83300,9850,1900,479.0,100,480.0,19979.15
19500,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19500.00,102925,-81550,-44.20653205041334,2714137,15.05,0.05,-4.05,-98.78048780487804,0,417950,0,0.0,116500,0.05,19979.15
19550,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19550.00,17707,-7509,-29.77871192893401,32624,26.61,430.0,145.89999999999998,51.35515663498767,43550,9300,1000,430.0,550,430.95,19979.15
19550,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19550.00,39964,-64304,-61.67184562857253,1950084,13.58,0.1,-4.7,-97.91666666666669,35800,148800,35800,0.05,2400,0.1,19979.15
19600,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19600.00,17630,-10286,-36.84625304484883,236336,23.72,380.05,145.45000000000002,61.999147485081,492050,8350,200,375.0,300,380.05,19979.15
19600,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19600.00,102319,-68062,-39.94694244076511,3658481,12.09,0.05,-6.05,-99.18032786885246,0,964200,0,0.0,451450,0.05,19979.15
19650,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19650.00,8323,-7384,-47.01088686572866,250258,19.96,330.4,143.2,76.49572649572649,528750,7700,500,329.0,1150,330.85,19979.15
19650,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19650.00,43542,-75252,-63.34663366836709,4311972,11.3,0.05,-8.45,-99.41176470588236,5250,326050,5250,0.05,37600,0.1,19979.15
19700,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19700.00,21071,-26230,-55.45337307879326,1373497,17.99,281.0,139.4,98.44632768361583,857400,10900,150,279.05,50,280.0,19979.15
19700,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19700.00,137564,-58100,-29.6937607326846,7702740,9.08,0.1,-13.0,-99.23664122137404,518550,555250,27000,0.1,12450,0.15,19979.15
19750,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023CE19750.00,38330,-1876,-4.665970253196041,2502425,15.96,229.4,129.55,129.7446169253881,1194050,8050,150,229.45,250,230.8,19979.15
19750,20-Jul-2023,NIFTY,OPTIDXNIFTY20-07-2023PE19750.00,97257,-38295,-28.251150849858355,8440164,8.09,0.05,-21.15,-99.76415094339622,447750,619100,447750,0.05,132750,0.1,19979.15
